OrderId,CustomerId,CustomerEmail,RestaurantId,RestaurantName,GroupSize,ItemCount,OrderTotalEUR,Status,DeliveryMinutes,OrderDateTime
ORD-000605,003DQ00000Gq3E1YAJ,tim.smit26@example.com,001DQ00000N9TWGYA3,Bella Napoli,15,7,92.37,Delivered,51,2025-07-14 23:48:00
ORD-000606,003DQ00000Gq3EJYAZ,wout.bakker44@example.com,001DQ00000N9TWGYA3,Bella Napoli,2,1,16.24,Refunded,33,2025-08-03 20:45:00
ORD-000607,003DQ00000Gq3DyYAJ,nora.dijk23@example.com,001DQ00000N9TWGYA3,Bella Napoli,4,2,17.7,Delivered,56,2025-05-15 00:30:00
ORD-000608,003DQ00000Gq3E8YAJ,iris.hendriks33@example.com,001DQ00000N9TWGYA3,Bella Napoli,1,1,7.81,Refunded,19,2026-04-19 08:18:00
ORD-000609,003DQ00000Gq3EDYAZ,joost.dijkstra38@example.com,001DQ00000N9TWGYA3,Bella Napoli,10,5,51.01,Delivered,53,2025-09-21 04:37:00
ORD-000610,003DQ00000Gq3E1YAJ,tim.smit26@example.com,001DQ00000N9TWGYA3,Bella Napoli,20,10,146.56,Delivered,18,2025-04-06 23:08:00
ORD-000611,003DQ00000Gq3E5YAJ,gijs.bos30@example.com,001DQ00000N9TWGYA3,Bella Napoli,10,5,73.9,Refunded,40,2025-12-18 14:43:00
ORD-000612,003DQ00000Gq3EGYAZ,yara.vries41@example.com,001DQ00000N9TWGYA3,Bella Napoli,20,10,133.2,Cancelled,45,2026-04-22 07:32:00
ORD-000613,003DQ00000Gq3DyYAJ,nora.dijk23@example.com,001DQ00000N9TWGYA3,Bella Napoli,6,3,23.8,Delivered,19,2025-04-22 00:45:00
ORD-000614,003DQ00000Gq3DdYAJ,daan.jansen2@example.com,001DQ00000N9TWGYA3,Bella Napoli,12,6,76.08,Delivered,24,2025-06-09 16:15:00
ORD-000615,003DQ00000Gq3E6YAJ,femke.vos31@example.com,001DQ00000N9TWGYA3,Bella Napoli,15,7,101.63,Refunded,58,2026-05-14 15:28:00
ORD-000616,003DQ00000Gq3DiYAJ,tess.meijer7@example.com,001DQ00000N9TWGYA3,Bella Napoli,10,5,64.03,Cancelled,57,2025-11-19 07:06:00
ORD-000617,003DQ00000Gq3DiYAJ,tess.meijer7@example.com,001DQ00000N9TWGYA3,Bella Napoli,1,1,5.3,Delivered,24,2025-05-15 12:56:00
ORD-000618,003DQ00000Gq3E9YAJ,sven.leeuwen34@example.com,001DQ00000N9TWGYA3,Bella Napoli,1,1,10.11,Delivered,47,2025-10-03 20:28:00
ORD-000619,003DQ00000Gq3DtYAJ,liam.dijkstra18@example.com,001DQ00000N9TWGYA3,Bella Napoli,12,6,67.96,Refunded,37,2025-12-21 20:11:00
ORD-000620,003DQ00000Gq3DgYAJ,julia.visser5@example.com,001DQ00000N9TWGYA3,Bella Napoli,1,1,16.44,Delivered,23,2026-03-07 17:45:00
ORD-000621,003DQ00000Gq3DsYAJ,fleur.wit17@example.com,001DQ00000N9TWGYA3,Bella Napoli,2,1,18.01,Delivered,54,2025-09-21 15:39:00
ORD-000622,003DQ00000Gq3E1YAJ,tim.smit26@example.com,001DQ00000N9TWGYA3,Bella Napoli,6,3,31.7,Delivered,19,2026-05-27 07:35:00
ORD-000623,003DQ00000Gq3DtYAJ,liam.dijkstra18@example.com,001DQ00000N9TWGYA3,Bella Napoli,20,10,144.75,Cancelled,44,2025-05-16 07:15:00
ORD-000624,003DQ00000Gq3DrYAJ,noah.brouwer16@example.com,001DQ00000N9TWGYA3,Bella Napoli,1,1,16.44,Refunded,35,2025-07-10 16:09:00
ORD-000625,003DQ00000Gq3DtYAJ,liam.dijkstra18@example.com,001DQ00000N9TWGYA3,Bella Napoli,10,5,57.41,Refunded,45,2025-02-19 17:44:00
ORD-000626,003DQ00000Gq3DeYAJ,emma.dijk3@example.com,001DQ00000N9TWGYA3,Bella Napoli,20,10,112.65,Cancelled,63,2026-06-05 13:36:00
ORD-000627,003DQ00000Gq3DtYAJ,liam.dijkstra18@example.com,001DQ00000N9TWGYA3,Bella Napoli,1,1,7.99,Cancelled,35,2025-04-02 12:32:00
ORD-000628,003DQ00000Gq3E0YAJ,roos.visser25@example.com,001DQ00000N9TWGYA3,Bella Napoli,1,1,15.7,Delivered,31,2025-12-26 08:46:00
ORD-000629,003DQ00000Gq3ELYAZ,teun.smit46@example.com,001DQ00000N9TWGYA3,Bella Napoli,2,1,18.01,Refunded,50,2026-05-07 08:34:00
ORD-000630,003DQ00000Gq3DyYAJ,nora.dijk23@example.com,001DQ00000N9TWGYA3,Bella Napoli,2,1,7.99,Delivered,61,2025-10-13 12:45:00
ORD-000631,003DQ00000Gq3EMYAZ,noor.meijer47@example.com,001DQ00000N9TWGYA3,Bella Napoli,4,2,41.02,Delivered,46,2026-03-26 07:56:00
ORD-000632,003DQ00000Gq3DiYAJ,tess.meijer7@example.com,001DQ00000N9TWGYA3,Bella Napoli,1,1,16.5,Delivered,59,2025-11-22 06:35:00
ORD-000633,003DQ00000Gq3ENYAZ,jens.mulder48@example.com,001DQ00000N9TWGYA3,Bella Napoli,6,3,30.5,Delivered,48,2025-07-05 07:12:00
ORD-000634,003DQ00000Gq3EMYAZ,noor.meijer47@example.com,001DQ00000N9TWGYA3,Bella Napoli,10,5,61.94,Delivered,63,2025-07-18 03:17:00
ORD-000635,003DQ00000Gq3DhYAJ,sem.smit6@example.com,001DQ00000N9TWGYA3,Bella Napoli,2,1,23.34,Cancelled,60,2025-04-25 16:46:00
ORD-000636,003DQ00000Gq3DdYAJ,daan.jansen2@example.com,001DQ00000N9TWGYA3,Bella Napoli,6,3,32.01,Cancelled,27,2025-08-05 22:03:00
ORD-000637,003DQ00000Gq3EDYAZ,joost.dijkstra38@example.com,001DQ00000N9TWGYA3,Bella Napoli,12,6,91.18,Delivered,26,2025-01-20 07:34:00
ORD-000638,003DQ00000Gq3E8YAJ,iris.hendriks33@example.com,001DQ00000N9TWGYA3,Bella Napoli,15,7,71.23,Delivered,27,2025-12-18 11:29:00
ORD-000639,003DQ00000Gq3EBYAZ,bas.brouwer36@example.com,001DQ00000N9TWGYA3,Bella Napoli,4,2,24.63,Delivered,56,2025-01-03 02:30:00
ORD-000640,003DQ00000Gq3E6YAJ,femke.vos31@example.com,001DQ00000N9TWGYA3,Bella Napoli,10,5,51.47,Refunded,49,2025-07-10 10:46:00
ORD-000641,003DQ00000Gq3DqYAJ,eva.dekker15@example.com,001DQ00000N9TWGYA3,Bella Napoli,2,1,10.03,Delivered,39,2025-03-22 07:05:00
ORD-000642,003DQ00000Gq3DvYAJ,levi.graaf20@example.com,001DQ00000N9TWGYA3,Bella Napoli,2,1,16.24,Cancelled,51,2026-04-19 10:28:00
ORD-000643,003DQ00000Gq3DjYAJ,finn.mulder8@example.com,001DQ00000N9TWGYA3,Bella Napoli,15,7,100.89,Cancelled,42,2025-08-10 01:53:00
ORD-000644,003DQ00000Gq3EDYAZ,joost.dijkstra38@example.com,001DQ00000N9TWGYA3,Bella Napoli,4,2,17.84,Delivered,56,2026-02-09 11:59:00
ORD-000645,003DQ00000Gq3E1YAJ,tim.smit26@example.com,001DQ00000N9TWGYA3,Bella Napoli,20,10,117.91,Cancelled,23,2025-06-29 14:22:00
ORD-000646,003DQ00000Gq3ELYAZ,teun.smit46@example.com,001DQ00000N9TWGYA3,Bella Napoli,4,2,32.69,Delivered,26,2025-01-02 19:18:00
ORD-000647,003DQ00000Gq3DhYAJ,sem.smit6@example.com,001DQ00000N9TWGYA3,Bella Napoli,4,2,25.6,Refunded,57,2025-04-24 12:54:00
ORD-000648,003DQ00000Gq3DwYAJ,mila.vries21@example.com,001DQ00000N9TWGYA3,Bella Napoli,4,2,16.95,Delivered,53,2025-10-21 03:50:00
ORD-000649,003DQ00000Gq3DkYAJ,sara.boer9@example.com,001DQ00000N9TWGYA3,Bella Napoli,2,1,23.34,Cancelled,64,2025-02-19 15:20:00
ORD-000650,003DQ00000Gq3DxYAJ,jesse.jansen22@example.com,001DQ00000N9TWGYA3,Bella Napoli,15,7,106.69,Delivered,41,2026-04-18 08:19:00
ORD-000651,003DQ00000Gq3DoYAJ,anna.hendriks13@example.com,001DQ00000N9TWGYA3,Bella Napoli,1,1,5.44,Cancelled,54,2026-05-11 00:14:00
ORD-000652,003DQ00000Gq3DhYAJ,sem.smit6@example.com,001DQ00000N9TWGYA3,Bella Napoli,2,1,23.01,Cancelled,22,2026-01-29 17:56:00
ORD-000653,003DQ00000Gq3DtYAJ,liam.dijkstra18@example.com,001DQ00000N9TWGYA3,Bella Napoli,4,2,32.69,Delivered,19,2025-06-22 12:23:00
ORD-000654,003DQ00000Gq3DiYAJ,tess.meijer7@example.com,001DQ00000N9TWGYA3,Bella Napoli,10,5,69.26,Refunded,54,2025-09-02 09:59:00
ORD-000655,003DQ00000Gq3EHYAZ,koen.jansen42@example.com,001DQ00000N9TWGYA3,Bella Napoli,4,2,21.14,Delivered,53,2025-10-20 10:55:00
ORD-000656,003DQ00000Gq3E0YAJ,roos.visser25@example.com,001DQ00000N9TWGYA3,Bella Napoli,6,3,31.12,Delivered,57,2026-02-24 20:51:00
ORD-000657,003DQ00000Gq3DiYAJ,tess.meijer7@example.com,001DQ00000N9TWGYA3,Bella Napoli,6,3,47.76,Delivered,31,2025-06-17 05:29:00
ORD-000658,003DQ00000Gq3E3YAJ,stijn.mulder28@example.com,001DQ00000N9TWGYA3,Bella Napoli,4,2,15.58,Delivered,47,2025-01-10 09:59:00
ORD-000659,003DQ00000Gq3E6YAJ,femke.vos31@example.com,001DQ00000N9TWGYA3,Bella Napoli,2,1,23.34,Delivered,47,2025-10-17 13:53:00
ORD-000660,003DQ00000Gq3EJYAZ,wout.bakker44@example.com,001DQ00000N9TWGYA3,Bella Napoli,4,2,18.42,Delivered,38,2026-02-20 23:53:00
ORD-000661,003DQ00000Gq3DlYAJ,bram.bos10@example.com,001DQ00000N9TWGYA3,Bella Napoli,12,6,66.67,Refunded,33,2025-12-09 10:05:00
ORD-000662,003DQ00000Gq3DmYAJ,lotte.vos11@example.com,001DQ00000N9TWGYA3,Bella Napoli,10,5,72.95,Delivered,48,2026-02-21 04:04:00
ORD-000663,003DQ00000Gq3DrYAJ,noah.brouwer16@example.com,001DQ00000N9TWGYA3,Bella Napoli,6,3,30.24,Refunded,34,2026-05-07 00:39:00
ORD-000664,003DQ00000Gq3DwYAJ,mila.vries21@example.com,001DQ00000N9TWGYA3,Bella Napoli,15,7,76.79,Cancelled,64,2026-03-01 21:05:00
ORD-000665,003DQ00000Gq3E8YAJ,iris.hendriks33@example.com,001DQ00000N9TWGYA3,Bella Napoli,4,2,16.95,Delivered,60,2025-10-16 15:28:00
ORD-000666,003DQ00000Gq3EMYAZ,noor.meijer47@example.com,001DQ00000N9TWGYA3,Bella Napoli,2,1,15.7,Delivered,38,2025-04-25 13:16:00
ORD-000667,003DQ00000Gq3E9YAJ,sven.leeuwen34@example.com,001DQ00000N9TWGYA3,Bella Napoli,1,1,10.11,Cancelled,48,2025-04-20 18:32:00
ORD-000668,003DQ00000Gq3DcYAJ,sanne.vries1@example.com,001DQ00000N9TWGYA3,Bella Napoli,1,1,16.24,Cancelled,39,2026-04-09 19:05:00
ORD-000669,003DQ00000Gq3EBYAZ,bas.brouwer36@example.com,001DQ00000N9TWGYA3,Bella Napoli,12,6,60.9,Refunded,62,2025-09-13 15:31:00
ORD-000670,003DQ00000Gq3EJYAZ,wout.bakker44@example.com,001DQ00000N9TWGYA3,Bella Napoli,2,1,8.39,Cancelled,35,2026-01-01 20:36:00
ORD-000671,003DQ00000Gq3DuYAJ,sophie.smits19@example.com,001DQ00000N9TWGYA3,Bella Napoli,2,1,23.34,Refunded,25,2026-06-15 08:09:00
ORD-000672,003DQ00000Gq3EJYAZ,wout.bakker44@example.com,001DQ00000N9TWGYA3,Bella Napoli,10,5,70.74,Delivered,41,2025-10-24 06:20:00
ORD-000673,003DQ00000Gq3E6YAJ,femke.vos31@example.com,001DQ00000N9TWGYA3,Bella Napoli,2,1,23.34,Delivered,49,2026-05-07 12:32:00
ORD-000674,003DQ00000Gq3EMYAZ,noor.meijer47@example.com,001DQ00000N9TWGYA3,Bella Napoli,6,3,47.04,Delivered,53,2025-01-11 15:27:00
ORD-000675,003DQ00000Gq3ELYAZ,teun.smit46@example.com,001DQ00000N9TWGYA3,Bella Napoli,2,1,10.11,Delivered,24,2025-03-11 18:04:00
ORD-000676,003DQ00000Gq3EAYAZ,lieke.dekker35@example.com,001DQ00000N9TWGYA3,Bella Napoli,4,2,39.04,Cancelled,39,2025-05-16 13:28:00
ORD-000677,003DQ00000Gq3E7YAJ,niels.peters32@example.com,001DQ00000N9TWGYA3,Bella Napoli,2,1,16.24,Delivered,37,2025-02-06 06:23:00
ORD-000678,003DQ00000Gq3E8YAJ,iris.hendriks33@example.com,001DQ00000N9TWGYA3,Bella Napoli,4,2,24.89,Refunded,39,2025-03-17 03:30:00
ORD-000679,003DQ00000Gq3DxYAJ,jesse.jansen22@example.com,001DQ00000N9TWGYA3,Bella Napoli,10,5,56.61,Cancelled,53,2025-08-02 15:31:00
ORD-000680,003DQ00000Gq3EDYAZ,joost.dijkstra38@example.com,001DQ00000N9TWGYA3,Bella Napoli,20,10,120.29,Refunded,56,2026-06-20 23:34:00
ORD-000681,003DQ00000Gq3DjYAJ,finn.mulder8@example.com,001DQ00000N9TWGYA3,Bella Napoli,4,2,33.49,Delivered,56,2025-01-16 02:21:00
ORD-000682,003DQ00000Gq3DzYAJ,ruben.bakker24@example.com,001DQ00000N9TWGYA3,Bella Napoli,4,2,32.2,Refunded,49,2025-09-10 19:31:00
ORD-000683,003DQ00000Gq3DpYAJ,milan.leeuwen14@example.com,001DQ00000N9TWGYA3,Bella Napoli,1,1,7.81,Delivered,27,2025-10-05 14:49:00
ORD-000684,003DQ00000Gq3DoYAJ,anna.hendriks13@example.com,001DQ00000N9TWGYA3,Bella Napoli,10,5,62.51,Refunded,22,2025-10-26 15:52:00
ORD-000685,003DQ00000Gq3DfYAJ,lucas.bakker4@example.com,001DQ00000N9TWGYA3,Bella Napoli,10,5,49.71,Delivered,50,2026-04-01 23:59:00
ORD-000686,003DQ00000Gq3EKYAZ,britt.visser45@example.com,001DQ00000N9TWGYA3,Bella Napoli,6,3,51.5,Cancelled,42,2025-08-13 02:40:00
ORD-000687,003DQ00000Gq3EDYAZ,joost.dijkstra38@example.com,001DQ00000N9TWGYA3,Bella Napoli,4,2,39.84,Delivered,41,2025-11-01 23:27:00
ORD-000688,003DQ00000Gq3DuYAJ,sophie.smits19@example.com,001DQ00000N9TWGYA3,Bella Napoli,1,1,18.01,Delivered,44,2025-02-13 14:51:00
ORD-000689,003DQ00000Gq3DgYAJ,julia.visser5@example.com,001DQ00000N9TWGYA3,Bella Napoli,4,2,28.64,Delivered,48,2025-10-01 18:19:00
ORD-000690,003DQ00000Gq3DdYAJ,daan.jansen2@example.com,001DQ00000N9TWGYA3,Bella Napoli,1,1,7.81,Delivered,46,2026-04-18 09:11:00
ORD-000691,003DQ00000Gq3DiYAJ,tess.meijer7@example.com,001DQ00000N9TWGYA3,Bella Napoli,1,1,5.44,Delivered,21,2025-11-07 11:08:00
ORD-000692,003DQ00000Gq3DpYAJ,milan.leeuwen14@example.com,001DQ00000N9TWGYA3,Bella Napoli,12,6,55.88,Delivered,50,2025-03-20 02:03:00
ORD-000693,003DQ00000Gq3EAYAZ,lieke.dekker35@example.com,001DQ00000N9TWGYA3,Bella Napoli,2,1,16.44,Refunded,22,2025-11-13 23:25:00
ORD-000694,003DQ00000Gq3EFYAZ,pim.graaf40@example.com,001DQ00000N9TWGYA3,Bella Napoli,1,1,7.92,Cancelled,49,2025-11-30 12:46:00
ORD-000695,003DQ00000Gq3DkYAJ,sara.boer9@example.com,001DQ00000N9TWGYA3,Bella Napoli,4,2,32.14,Refunded,27,2025-04-02 14:30:00
ORD-000696,003DQ00000Gq3DfYAJ,lucas.bakker4@example.com,001DQ00000N9TWGYA3,Bella Napoli,2,1,5.29,Delivered,43,2025-10-30 14:43:00
ORD-000697,003DQ00000Gq3DrYAJ,noah.brouwer16@example.com,001DQ00000N9TWGYA3,Bella Napoli,2,1,7.59,Refunded,31,2025-09-09 01:50:00
ORD-000698,003DQ00000Gq3EAYAZ,lieke.dekker35@example.com,001DQ00000N9TWGYA3,Bella Napoli,2,1,18.01,Delivered,53,2025-11-16 00:06:00
ORD-000699,003DQ00000Gq3EOYAZ,amber.boer49@example.com,001DQ00000N9TWGYA3,Bella Napoli,1,1,7.92,Delivered,23,2026-05-17 22:49:00
ORD-000700,003DQ00000Gq3DtYAJ,liam.dijkstra18@example.com,001DQ00000N9TWGYA3,Bella Napoli,4,2,14.0,Cancelled,30,2025-04-15 12:00:00
ORD-000701,003DQ00000Gq3ENYAZ,jens.mulder48@example.com,001DQ00000N9TWGYA3,Bella Napoli,15,7,87.28,Cancelled,52,2025-01-15 01:14:00
ORD-000702,003DQ00000Gq3EBYAZ,bas.brouwer36@example.com,001DQ00000N9TWGYA3,Bella Napoli,10,5,55.29,Refunded,43,2025-07-31 10:16:00
ORD-000703,003DQ00000Gq3E1YAJ,tim.smit26@example.com,001DQ00000N9TWGYA3,Bella Napoli,2,1,18.01,Delivered,39,2025-08-02 11:39:00
ORD-000704,003DQ00000Gq3DzYAJ,ruben.bakker24@example.com,001DQ00000N9TWGYA3,Bella Napoli,4,2,15.32,Delivered,45,2026-06-18 14:07:00
ORD-000705,003DQ00000Gq3EIYAZ,sterre.dijk43@example.com,001DQ00000N9TWGYA3,Bella Napoli,6,3,40.42,Delivered,55,2025-12-24 16:03:00
ORD-000706,003DQ00000Gq3DxYAJ,jesse.jansen22@example.com,001DQ00000N9TWGYA3,Bella Napoli,15,7,65.71,Cancelled,65,2025-07-29 19:33:00
ORD-000707,003DQ00000Gq3DtYAJ,liam.dijkstra18@example.com,001DQ00000N9TWGYA3,Bella Napoli,1,1,7.59,Delivered,22,2025-05-29 20:17:00
ORD-000708,003DQ00000Gq3DzYAJ,ruben.bakker24@example.com,001DQ00000N9TWGYA3,Bella Napoli,2,1,23.34,Refunded,61,2026-04-14 12:26:00
ORD-000709,003DQ00000Gq3DlYAJ,bram.bos10@example.com,001DQ00000N9TWGYA3,Bella Napoli,1,1,7.99,Delivered,49,2026-01-17 22:46:00
ORD-000710,003DQ00000Gq3ECYAZ,esther.wit37@example.com,001DQ00000N9TWGYA3,Bella Napoli,6,3,27.58,Delivered,22,2025-09-22 09:24:00
ORD-000711,003DQ00000Gq3EGYAZ,yara.vries41@example.com,001DQ00000N9TWGYA3,Bella Napoli,2,1,23.01,Delivered,59,2026-06-15 04:24:00
ORD-000712,003DQ00000Gq3EOYAZ,amber.boer49@example.com,001DQ00000N9TWGYA3,Bella Napoli,2,1,15.7,Refunded,62,2026-03-29 11:59:00
ORD-000713,003DQ00000Gq3ECYAZ,esther.wit37@example.com,001DQ00000N9TWGYA3,Bella Napoli,1,1,23.34,Delivered,43,2025-01-20 16:14:00
ORD-000714,003DQ00000Gq3DhYAJ,sem.smit6@example.com,001DQ00000N9TWGYA3,Bella Napoli,2,1,23.01,Delivered,22,2026-05-09 23:10:00
ORD-000715,003DQ00000Gq3E0YAJ,roos.visser25@example.com,001DQ00000N9TWGYA3,Bella Napoli,4,2,13.36,Cancelled,52,2026-06-18 14:05:00
ORD-000716,003DQ00000Gq3EDYAZ,joost.dijkstra38@example.com,001DQ00000N9TWGYA3,Bella Napoli,1,1,15.7,Delivered,23,2025-05-07 07:15:00
ORD-000717,003DQ00000Gq3DkYAJ,sara.boer9@example.com,001DQ00000N9TWGYA3,Bella Napoli,20,10,118.62,Cancelled,48,2025-02-15 03:25:00
ORD-000718,003DQ00000Gq3EKYAZ,britt.visser45@example.com,001DQ00000N9TWGYA3,Bella Napoli,1,1,18.01,Delivered,46,2026-04-13 16:34:00
ORD-000719,003DQ00000Gq3E8YAJ,iris.hendriks33@example.com,001DQ00000N9TWGYA3,Bella Napoli,1,1,23.01,Refunded,56,2025-10-05 06:19:00
ORD-000720,003DQ00000Gq3EAYAZ,lieke.dekker35@example.com,001DQ00000N9TWGYA3,Bella Napoli,1,1,8.39,Refunded,58,2025-08-02 10:27:00
ORD-000721,003DQ00000Gq3E0YAJ,roos.visser25@example.com,001DQ00000N9TWGYA3,Bella Napoli,2,1,18.01,Delivered,40,2025-09-21 06:31:00
ORD-000722,003DQ00000Gq3EHYAZ,koen.jansen42@example.com,001DQ00000N9TWGYA3,Bella Napoli,10,5,65.83,Delivered,29,2025-10-19 18:11:00
ORD-000723,003DQ00000Gq3ENYAZ,jens.mulder48@example.com,001DQ00000N9TWGYA3,Bella Napoli,1,1,23.34,Delivered,28,2025-12-15 23:02:00
ORD-000724,003DQ00000Gq3E9YAJ,sven.leeuwen34@example.com,001DQ00000N9TWGYA3,Bella Napoli,15,7,76.32,Delivered,39,2025-07-06 06:59:00
ORD-000725,003DQ00000Gq3ENYAZ,jens.mulder48@example.com,001DQ00000N9TWGYA3,Bella Napoli,10,5,60.72,Delivered,26,2025-08-25 10:07:00
ORD-000726,003DQ00000Gq3DcYAJ,sanne.vries1@example.com,001DQ00000N9TWGYA3,Bella Napoli,12,6,57.33,Refunded,35,2025-06-21 18:38:00
ORD-000727,003DQ00000Gq3DpYAJ,milan.leeuwen14@example.com,001DQ00000N9TWGYA3,Bella Napoli,6,3,40.19,Cancelled,55,2026-06-09 07:35:00
ORD-000728,003DQ00000Gq3DcYAJ,sanne.vries1@example.com,001DQ00000N9TWGYA3,Bella Napoli,1,1,15.7,Cancelled,33,2025-05-15 01:13:00
ORD-000729,003DQ00000Gq3DwYAJ,mila.vries21@example.com,001DQ00000N9TWGYA3,Bella Napoli,1,1,16.5,Delivered,38,2026-02-24 00:29:00
ORD-000730,003DQ00000Gq3EJYAZ,wout.bakker44@example.com,001DQ00000N9TWGYA3,Bella Napoli,2,1,10.11,Delivered,29,2026-06-05 11:33:00
ORD-000731,003DQ00000Gq3DwYAJ,mila.vries21@example.com,001DQ00000N9TWGYA3,Bella Napoli,6,3,42.05,Cancelled,27,2026-02-10 01:07:00
ORD-000732,003DQ00000Gq3EJYAZ,wout.bakker44@example.com,001DQ00000N9TWGYA3,Bella Napoli,6,3,31.11,Delivered,35,2025-09-23 03:46:00
ORD-000733,003DQ00000Gq3E7YAJ,niels.peters32@example.com,001DQ00000N9TWGYA3,Bella Napoli,4,2,31.32,Delivered,34,2025-08-07 12:10:00
ORD-000734,003DQ00000Gq3EMYAZ,noor.meijer47@example.com,001DQ00000N9TWGYA3,Bella Napoli,4,2,21.68,Delivered,58,2026-05-10 07:59:00
ORD-000735,003DQ00000Gq3DiYAJ,tess.meijer7@example.com,001DQ00000N9TWGYA3,Bella Napoli,6,3,31.02,Cancelled,54,2026-05-30 03:11:00
ORD-000736,003DQ00000Gq3DoYAJ,anna.hendriks13@example.com,001DQ00000N9TWGYA3,Bella Napoli,6,3,46.52,Delivered,22,2025-05-03 14:21:00
ORD-000737,003DQ00000Gq3DeYAJ,emma.dijk3@example.com,001DQ00000N9TWGYA3,Bella Napoli,2,1,15.62,Delivered,60,2025-11-07 06:17:00
ORD-000738,003DQ00000Gq3DtYAJ,liam.dijkstra18@example.com,001DQ00000N9TWGYA3,Bella Napoli,1,1,16.44,Delivered,19,2025-08-23 09:03:00
ORD-000739,003DQ00000Gq3DjYAJ,finn.mulder8@example.com,001DQ00000N9TWGYA3,Bella Napoli,2,1,5.3,Refunded,54,2026-06-20 18:28:00
ORD-000740,003DQ00000Gq3DzYAJ,ruben.bakker24@example.com,001DQ00000N9TWGYA3,Bella Napoli,2,1,8.39,Delivered,18,2026-02-03 07:47:00
ORD-000741,003DQ00000Gq3DxYAJ,jesse.jansen22@example.com,001DQ00000N9TWGYA3,Bella Napoli,10,5,54.92,Delivered,53,2025-04-01 19:48:00
ORD-000742,003DQ00000Gq3E5YAJ,gijs.bos30@example.com,001DQ00000N9TWGYA3,Bella Napoli,15,7,86.24,Delivered,20,2025-10-12 17:29:00
ORD-000743,003DQ00000Gq3DsYAJ,fleur.wit17@example.com,001DQ00000N9TWGYA3,Bella Napoli,2,1,15.7,Delivered,44,2025-09-10 23:13:00
ORD-000744,003DQ00000Gq3DoYAJ,anna.hendriks13@example.com,001DQ00000N9TWGYA3,Bella Napoli,1,1,18.01,Delivered,33,2026-04-09 09:35:00
ORD-000745,003DQ00000Gq3DpYAJ,milan.leeuwen14@example.com,001DQ00000N9TWGYA3,Bella Napoli,10,5,57.16,Delivered,54,2026-03-06 15:00:00
ORD-000746,003DQ00000Gq3EHYAZ,koen.jansen42@example.com,001DQ00000N9TWGYA3,Bella Napoli,1,1,15.7,Cancelled,46,2025-12-30 14:06:00
ORD-000747,003DQ00000Gq3DiYAJ,tess.meijer7@example.com,001DQ00000N9TWGYA3,Bella Napoli,10,5,69.27,Refunded,35,2025-01-18 17:58:00
ORD-000748,003DQ00000Gq3EGYAZ,yara.vries41@example.com,001DQ00000N9TWGYA3,Bella Napoli,1,1,7.81,Delivered,36,2025-12-18 05:17:00
ORD-000749,003DQ00000Gq3E0YAJ,roos.visser25@example.com,001DQ00000N9TWGYA3,Bella Napoli,2,1,16.99,Delivered,45,2025-09-08 11:09:00
ORD-000750,003DQ00000Gq3DzYAJ,ruben.bakker24@example.com,001DQ00000N9TWGYA3,Bella Napoli,4,2,23.61,Delivered,33,2025-07-01 01:02:00
ORD-000751,003DQ00000Gq3EBYAZ,bas.brouwer36@example.com,001DQ00000N9TWGYA3,Bella Napoli,15,7,95.45,Delivered,64,2026-06-15 11:55:00
ORD-000752,003DQ00000Gq3DqYAJ,eva.dekker15@example.com,001DQ00000N9TWGYA3,Bella Napoli,4,2,24.91,Cancelled,56,2025-05-14 04:11:00
ORD-000753,003DQ00000Gq3DhYAJ,sem.smit6@example.com,001DQ00000N9TWGYA3,Bella Napoli,12,6,69.89,Delivered,28,2025-04-29 12:32:00
ORD-000754,003DQ00000Gq3EPYAZ,floris.bos50@example.com,001DQ00000N9TWGYA3,Bella Napoli,6,3,37.9,Delivered,54,2025-10-12 11:20:00
ORD-000755,003DQ00000Gq3DkYAJ,sara.boer9@example.com,001DQ00000N9TWGYA3,Bella Napoli,1,1,5.29,Refunded,25,2025-03-01 18:44:00
ORD-000756,003DQ00000Gq3E2YAJ,lara.meijer27@example.com,001DQ00000N9TWGYA3,Bella Napoli,10,5,60.38,Delivered,37,2025-08-01 11:44:00
ORD-000757,003DQ00000Gq3EJYAZ,wout.bakker44@example.com,001DQ00000N9TWGYA3,Bella Napoli,1,1,8.39,Delivered,28,2025-05-23 22:02:00
ORD-000758,003DQ00000Gq3EAYAZ,lieke.dekker35@example.com,001DQ00000N9TWGYA3,Bella Napoli,10,5,45.27,Delivered,51,2025-06-23 12:42:00
ORD-000759,003DQ00000Gq3E9YAJ,sven.leeuwen34@example.com,001DQ00000N9TWGYA3,Bella Napoli,1,1,7.81,Cancelled,23,2025-01-24 13:26:00
ORD-000760,003DQ00000Gq3E0YAJ,roos.visser25@example.com,001DQ00000N9TWGYA3,Bella Napoli,10,5,34.87,Delivered,53,2025-03-15 03:15:00
ORD-000761,003DQ00000Gq3DzYAJ,ruben.bakker24@example.com,001DQ00000N9TWGYA3,Bella Napoli,2,1,10.11,Delivered,38,2026-02-16 06:41:00
ORD-000762,003DQ00000Gq3DcYAJ,sanne.vries1@example.com,001DQ00000N9TWGYA3,Bella Napoli,6,3,39.95,Cancelled,19,2026-01-06 04:19:00
ORD-000763,003DQ00000Gq3DpYAJ,milan.leeuwen14@example.com,001DQ00000N9TWGYA3,Bella Napoli,10,5,65.48,Refunded,50,2025-09-13 05:45:00
